taxonomic_id,scientific_name,level,kingdom,subkingdom,phylum_division,subphylum_subdivision,class,subclass,order,family,subfamily,tribe,genus,species,infrakingdom,superorder,phylum,subphylum,superclass,infraclass,suborder,infraorder,superfamily,parvorder,subterclass,section,subsection,infraphylum,parvphylum,gigaclass,subgenus,forma
145385,Padina pavonica,Species,Chromista,Harosa,NA,NA,Phaeophyceae,Dictyotophycidae,Dictyotales,Dictyotaceae,NA,Zonarieae,Padina,Padina pavonica,Heterokonta,NA,Ochrophyta,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
145410,Ectocarpus siliculosus,Species,Chromista,Harosa,NA,NA,Phaeophyceae,Fucophycidae,Ectocarpales,Ectocarpaceae,NA,NA,Ectocarpus,Ectocarpus siliculosus,Heterokonta,NA,Ochrophyta,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
145546,Fucus serratus,Species,Chromista,Harosa,NA,NA,Phaeophyceae,Fucophycidae,Fucales,Fucaceae,NA,NA,Fucus,Fucus serratus,Heterokonta,NA,Ochrophyta,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
145634,Hypnea musciformis,Species,Plantae,Biliphyta,Rhodophyta,Eurhodophytina,Florideophyceae,Rhodymeniophycidae,Gigartinales,Cystocloniaceae,NA,NA,Hypnea,Hypnea musciformis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
145635,Hypnea spinella,Species,Plantae,Biliphyta,Rhodophyta,Eurhodophytina,Florideophyceae,Rhodymeniophycidae,Gigartinales,Cystocloniaceae,NA,NA,Hypnea,Hypnea spinella,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
145668,Polyides rotunda,Species,Plantae,Biliphyta,Rhodophyta,Eurhodophytina,Florideophyceae,Rhodymeniophycidae,Gigartinales,Polyidaceae,NA,NA,Polyides,Polyides rotunda,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
145713,Halophila decipiens,Species,Plantae,Viridiplantae,Tracheophyta,Spermatophytina,Magnoliopsida,NA,Alismatales,Hydrocharitaceae,NA,NA,Halophila,Halophila decipiens,Streptophyta,Lilianae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
145714,Halophila stipulacea,Species,Plantae,Viridiplantae,Tracheophyta,Spermatophytina,Magnoliopsida,NA,Alismatales,Hydrocharitaceae,NA,NA,Halophila,Halophila stipulacea,Streptophyta,Lilianae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
145793,Cymodocea nodosa,Species,Plantae,Viridiplantae,Tracheophyta,Spermatophytina,Magnoliopsida,NA,Alismatales,Cymodoceaceae,NA,NA,Cymodocea,Cymodocea nodosa,Streptophyta,Lilianae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
145794,Posidonia oceanica,Species,Plantae,Viridiplantae,Tracheophyta,Spermatophytina,Magnoliopsida,NA,Alismatales,Posidoniaceae,NA,NA,Posidonia,Posidonia oceanica,Streptophyta,Lilianae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
145857,Colpomenia sinuosa,Species,Chromista,Harosa,NA,NA,Phaeophyceae,Fucophycidae,Ectocarpales,Scytosiphonaceae,NA,Hydroclathreae,Colpomenia,Colpomenia sinuosa,Heterokonta,NA,Ochrophyta,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
145930,Ulothrix speciosa,Species,Plantae,Viridiplantae,Chlorophyta,Chlorophytina,Ulvophyceae,NA,Ulotrichales,Ulotrichaceae,NA,NA,Ulothrix,Ulothrix speciosa,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
145979,Percursaria percursa,Species,Plantae,Viridiplantae,Chlorophyta,Chlorophytina,Ulvophyceae,NA,Ulvales,Ulvaceae,NA,NA,Percursaria,Percursaria percursa,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
145984,Ulva lactuca,Species,Plantae,Viridiplantae,Chlorophyta,Chlorophytina,Ulvophyceae,NA,Ulvales,Ulvaceae,NA,NA,Ulva,Ulva lactuca,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
146142,Bryozoa,Phylum,Animalia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bryozoa,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
146537,Cyanobacteria,Phylum,Bacteria,Negibacteria,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cyanobacteria,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
146538,Lyngbya,Genus,Bacteria,Negibacteria,NA,NA,Cyanophyceae,Oscillatoriophycidae,Oscillatoriales,Microcoleaceae,NA,NA,Lyngbya,NA,NA,NA,Cyanobacteria,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
146802,Chironomus,Genus,Animalia,NA,NA,NA,Hexapoda,Insecta,Diptera,Chironomidae,Chironominae,Chironomini,Chironomus,NA,NA,NA,Arthropoda,Crustacea,Allotriocarida,Pterygota,Nematocera,Culicomorpha,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
146895,Aora typica,Species,Animalia,NA,NA,NA,Malacostraca,Eumalacostraca,Amphipoda,Aoridae,NA,NA,Aora,Aora typica,NA,Peracarida,Arthropoda,Crustacea,Multicrustacea,NA,Senticaudata,Corophiida,Aoroidea,Corophiidira,NA,NA,NA,NA,NA,NA,NA,NA
146922,Melita nitida,Species,Animalia,NA,NA,NA,Malacostraca,Eumalacostraca,Amphipoda,Melitidae,NA,NA,Melita,Melita nitida,NA,Peracarida,Arthropoda,Crustacea,Multicrustacea,NA,Senticaudata,Hadziida,Hadzioidea,Hadziidira,NA,NA,NA,NA,NA,NA,NA,NA
147123,Potamopyrgus antipodarum,Species,Animalia,NA,NA,NA,Gastropoda,Caenogastropoda,Littorinimorpha,Tateidae,NA,NA,Potamopyrgus,Potamopyrgus antipodarum,NA,NA,Mollusca,NA,NA,NA,NA,NA,Truncatelloidea,NA,NA,NA,NA,NA,NA,NA,NA,NA
148592,Monocorophium insidiosum,Species,Animalia,NA,NA,NA,Malacostraca,Eumalacostraca,Amphipoda,Corophiidae,Corophiinae,Corophiini,Monocorophium,Monocorophium insidiosum,NA,Peracarida,Arthropoda,Crustacea,Multicrustacea,NA,Senticaudata,Corophiida,Corophioidea,Corophiidira,NA,NA,NA,NA,NA,NA,NA,NA
148594,Apocorophium lacustre,Species,Animalia,NA,NA,NA,Malacostraca,Eumalacostraca,Amphipoda,Corophiidae,Corophiinae,Corophiini,Apocorophium,Apocorophium lacustre,NA,Peracarida,Arthropoda,Crustacea,Multicrustacea,NA,Senticaudata,Corophiida,Corophioidea,Corophiidira,NA,NA,NA,NA,NA,NA,NA,NA
149668,Mysida,Order,Animalia,NA,NA,NA,Malacostraca,Eumalacostraca,Mysida,NA,NA,NA,NA,NA,NA,Peracarida,Arthropoda,Crustacea,Multicrustacea,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
149871,Oreasteridae,Family,Animalia,NA,NA,NA,Asteroidea,Ambuloasteroidea,Valvatida,Oreasteridae,NA,NA,NA,NA,NA,Valvatacea,Echinodermata,Asterozoa,NA,Neoasteroidea,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
151158,Micropogonias undulatus,Species,Animalia,NA,NA,NA,Teleostei,NA,Eupercaria incertae sedis,Sciaenidae,NA,NA,Micropogonias,Micropogonias undulatus,NA,NA,Chordata,Vertebrata,Actinopteri,NA,NA,NA,NA,NA,NA,NA,NA,Gnathostomata,Osteichthyes,Actinopterygii,NA,NA
151177,Morone americana,Species,Animalia,NA,NA,NA,Teleostei,NA,Eupercaria incertae sedis,Moronidae,NA,NA,Morone,Morone americana,NA,NA,Chordata,Vertebrata,Actinopteri,NA,NA,NA,NA,NA,NA,NA,NA,Gnathostomata,Osteichthyes,Actinopterygii,NA,NA
151267,Phasianellidae,Family,Animalia,NA,NA,NA,Gastropoda,Vetigastropoda,Trochida,Phasianellidae,NA,NA,NA,NA,NA,NA,Mollusca,NA,NA,NA,NA,NA,Trochoidea,NA,NA,NA,NA,NA,NA,NA,NA,NA
151628,Peringia ulvae,Species,Animalia,NA,NA,NA,Gastropoda,Caenogastropoda,Littorinimorpha,Hydrobiidae,Hydrobiinae,NA,Peringia,Peringia ulvae,NA,NA,Mollusca,NA,NA,NA,NA,NA,Truncatelloidea,NA,NA,NA,NA,NA,NA,NA,NA,NA
152223,Syllinae,Subfamily,Animalia,NA,NA,NA,Polychaeta,Errantia,Phyllodocida,Syllidae,Syllinae,NA,NA,NA,NA,NA,Annelida,NA,NA,NA,Nereidiformia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
152302,Hediste diversicolor,Species,Animalia,NA,NA,NA,Polychaeta,Errantia,Phyllodocida,Nereididae,Nereidinae,NA,Hediste,Hediste diversicolor,NA,NA,Annelida,NA,NA,NA,Nereidiformia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
152352,Osteichthyes,Parvphylum,Animalia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Chordata,Vertebrata,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gnathostomata,Osteichthyes,NA,NA,NA
152391,Nemertea,Phylum,Animalia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Nemertea,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
153558,Theodoxus fluviatilis,Species,Animalia,NA,NA,NA,Gastropoda,Neritimorpha,Cycloneritida,Neritidae,Neritininae,NA,Theodoxus,Theodoxus fluviatilis,NA,NA,Mollusca,NA,NA,NA,NA,NA,Neritoidea,NA,NA,NA,NA,NA,NA,NA,NA,NA
153847,Polydora websteri,Species,Animalia,NA,NA,NA,Polychaeta,Sedentaria,Spionida,Spionidae,NA,NA,Polydora,Polydora websteri,NA,NA,Annelida,NA,NA,Canalipalpata,Spioniformia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
154426,Doradidae,Family,Animalia,NA,NA,NA,Teleostei,NA,Siluriformes,Doradidae,NA,NA,NA,NA,NA,NA,Chordata,Vertebrata,Actinopteri,NA,NA,NA,NA,NA,NA,NA,NA,Gnathostomata,Osteichthyes,Actinopterygii,NA,NA
155081,Sthenelais helenae,Species,Animalia,NA,NA,NA,Polychaeta,Errantia,Phyllodocida,Sigalionidae,NA,NA,Sthenelais,Sthenelais helenae,NA,NA,Annelida,NA,NA,NA,Aphroditiformia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
156484,Neritimorpha,Subclass,Animalia,NA,NA,NA,Gastropoda,Neritimorpha,NA,NA,NA,NA,NA,NA,NA,NA,Mollusca,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
156803,Gemma gemma,Species,Animalia,NA,NA,NA,Bivalvia,Autobranchia,Venerida,Veneridae,Gemminae,NA,Gemma,Gemma gemma,NA,Imparidentia,Mollusca,NA,NA,Heteroconchia,NA,NA,Veneroidea,NA,Euheterodonta,NA,NA,NA,NA,NA,NA,NA
156817,Argopecten irradians,Species,Animalia,NA,NA,NA,Bivalvia,Autobranchia,Pectinida,Pectinidae,Pectininae,Aequipectinini,Argopecten,Argopecten irradians,NA,NA,Mollusca,NA,NA,Pteriomorphia,NA,NA,Pectinoidea,NA,NA,NA,NA,NA,NA,NA,NA,NA
156859,Geukensia demissa,Species,Animalia,NA,NA,NA,Bivalvia,Autobranchia,Mytilida,Mytilidae,Brachidontinae,NA,Geukensia,Geukensia demissa,NA,NA,Mollusca,NA,NA,Pteriomorphia,NA,NA,Mytiloidea,NA,NA,NA,NA,NA,NA,NA,NA,NA
156861,Ischadium recurvum,Species,Animalia,NA,NA,NA,Bivalvia,Autobranchia,Mytilida,Mytilidae,Brachidontinae,NA,Ischadium,Ischadium recurvum,NA,NA,Mollusca,NA,NA,Pteriomorphia,NA,NA,Mytiloidea,NA,NA,NA,NA,NA,NA,NA,NA,NA
156887,Mytilopsis leucophaeata,Species,Animalia,NA,NA,NA,Bivalvia,Autobranchia,Myida,Dreissenidae,Dreisseninae,NA,Mytilopsis,Mytilopsis leucophaeata,NA,Imparidentia,Mollusca,NA,NA,Heteroconchia,NA,NA,Dreissenoidea,NA,Euheterodonta,NA,NA,NA,NA,NA,NA,NA
157001,Tagelus plebeius,Species,Animalia,NA,NA,NA,Bivalvia,Autobranchia,Cardiida,Solecurtidae,NA,NA,Tagelus,Tagelus plebeius,NA,Imparidentia,Mollusca,NA,NA,Heteroconchia,NA,NA,Tellinoidea,NA,Euheterodonta,NA,NA,NA,NA,NA,NA,NA
157179,Aonides mayaguezensis,Species,Animalia,NA,NA,NA,Polychaeta,Sedentaria,Spionida,Spionidae,NA,NA,Aonides,Aonides mayaguezensis,NA,NA,Annelida,NA,NA,Canalipalpata,Spioniformia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
157483,Mediomastus californiensis,Species,Animalia,NA,NA,NA,Polychaeta,Sedentaria,NA,Capitellidae,NA,NA,Mediomastus,Mediomastus californiensis,NA,NA,Annelida,NA,NA,Scolecida,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
157793,Chthamalus fragilis,Species,Animalia,NA,NA,NA,Thecostraca,Cirripedia,Balanomorpha,Chthamalidae,NA,NA,Chthamalus,Chthamalus fragilis,NA,Thoracicalcarea,Arthropoda,Crustacea,Multicrustacea,Thoracica,NA,NA,Chthamaloidea,NA,NA,NA,NA,NA,NA,NA,NA,NA
157854,Microprotopus raneyi,Species,Animalia,NA,NA,NA,Malacostraca,Eumalacostraca,Amphipoda,Microprotopidae,NA,NA,Microprotopus,Microprotopus raneyi,NA,Peracarida,Arthropoda,Crustacea,Multicrustacea,NA,Senticaudata,Corophiida,Microprotopoidea,Caprellidira,NA,NA,NA,NA,NA,NA,NA,NA
157885,Edotia triloba,Species,Animalia,NA,NA,NA,Malacostraca,Eumalacostraca,Isopoda,Idoteidae,NA,NA,Edotia,Edotia triloba,NA,Peracarida,Arthropoda,Crustacea,Multicrustacea,NA,Valvifera,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
157887,Erichsonella attenuata,Species,Animalia,NA,NA,NA,Malacostraca,Eumalacostraca,Isopoda,Idoteidae,NA,NA,Erichsonella,Erichsonella attenuata,NA,Peracarida,Arthropoda,Crustacea,Multicrustacea,NA,Valvifera,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
157975,Coronadena mutabilis,Species,Animalia,NA,NA,NA,NA,NA,Polycladida,Discocelidae,NA,NA,Coronadena,Coronadena mutabilis,NA,NA,Platyhelminthes,Rhabditophora,NA,NA,Acotylea,NA,Discoceloidea,NA,NA,NA,NA,NA,NA,NA,NA,NA
158020,Ampelisca abdita,Species,Animalia,NA,NA,NA,Malacostraca,Eumalacostraca,Amphipoda,Ampeliscidae,NA,NA,Ampelisca,Ampelisca abdita,NA,Peracarida,Arthropoda,Crustacea,Multicrustacea,NA,Amphilochidea,Lysianassida,Synopioidea,Synopiidira,NA,NA,NA,NA,NA,NA,NA,NA
158023,Ampelisca verrilli,Species,Animalia,NA,NA,NA,Malacostraca,Eumalacostraca,Amphipoda,Ampeliscidae,NA,NA,Ampelisca,Ampelisca verrilli,NA,Peracarida,Arthropoda,Crustacea,Multicrustacea,NA,Amphilochidea,Lysianassida,Synopioidea,Synopiidira,NA,NA,NA,NA,NA,NA,NA,NA
158026,Ampithoe longimana,Species,Animalia,NA,NA,NA,Malacostraca,Eumalacostraca,Amphipoda,Ampithoidae,NA,NA,Ampithoe,Ampithoe longimana,NA,Peracarida,Arthropoda,Crustacea,Multicrustacea,NA,Senticaudata,Corophiida,Corophioidea,Corophiidira,NA,NA,NA,NA,NA,NA,NA,NA
158032,Batea catharinensis,Species,Animalia,NA,NA,NA,Malacostraca,Eumalacostraca,Amphipoda,Bateidae,NA,NA,Batea,Batea catharinensis,NA,Peracarida,Arthropoda,Crustacea,Multicrustacea,NA,Amphilochidea,Amphilochida,Eusiroidea,Eusiridira,NA,NA,NA,NA,NA,NA,NA,NA
158036,Lysianopsis alba,Species,Animalia,NA,NA,NA,Malacostraca,Eumalacostraca,Amphipoda,Lysianassidae,Lysianassinae,NA,Lysianopsis,Lysianopsis alba,NA,Peracarida,Arthropoda,Crustacea,Multicrustacea,NA,Amphilochidea,Lysianassida,Lysianassoidea,Lysianassidira,NA,NA,NA,NA,NA,NA,NA,NA
158082,Cymadusa compta,Species,Animalia,NA,NA,NA,Malacostraca,Eumalacostraca,Amphipoda,Ampithoidae,NA,NA,Cymadusa,Cymadusa compta,NA,Peracarida,Arthropoda,Crustacea,Multicrustacea,NA,Senticaudata,Corophiida,Corophioidea,Corophiidira,NA,NA,NA,NA,NA,NA,NA,NA
158094,Gammarus mucronatus,Species,Animalia,NA,NA,NA,Malacostraca,Eumalacostraca,Amphipoda,Gammaridae,NA,NA,Gammarus,Gammarus mucronatus,NA,Peracarida,Arthropoda,Crustacea,Multicrustacea,NA,Senticaudata,Gammarida,Gammaroidea,Gammaridira,NA,NA,NA,NA,NA,NA,NA,NA
158113,Leptocheirus plumulosus,Species,Animalia,NA,NA,NA,Malacostraca,Eumalacostraca,Amphipoda,Corophiidae,Corophiinae,Haplocheirini,Leptocheirus,Leptocheirus plumulosus,NA,Peracarida,Arthropoda,Crustacea,Multicrustacea,NA,Senticaudata,Corophiida,Corophioidea,Corophiidira,NA,NA,NA,NA,NA,NA,NA,NA
158149,Stenothoe minuta,Species,Animalia,NA,NA,NA,Malacostraca,Eumalacostraca,Amphipoda,Stenothoidae,Stenothoinae,NA,Stenothoe,Stenothoe minuta,NA,Peracarida,Arthropoda,Crustacea,Multicrustacea,NA,Amphilochidea,Amphilochida,Amphilochoidea,Amphilochidira,NA,NA,NA,NA,NA,NA,NA,NA
158230,Diadumene leucolena,Species,Animalia,NA,NA,NA,Hexacorallia,NA,Actiniaria,Diadumenidae,NA,NA,Diadumene,Diadumene leucolena,NA,NA,Cnidaria,Anthozoa,NA,NA,Enthemonae,NA,Metridioidea,NA,NA,NA,NA,NA,NA,NA,NA,NA
158348,Alpheus heterochaelis,Species,Animalia,NA,NA,NA,Malacostraca,Eumalacostraca,Decapoda,Alpheidae,NA,NA,Alpheus,Alpheus heterochaelis,NA,Eucarida,Arthropoda,Crustacea,Multicrustacea,NA,Pleocyemata,Caridea,Alpheoidea,NA,NA,NA,NA,NA,NA,NA,NA,NA
158355,Crangon septemspinosa,Species,Animalia,NA,NA,NA,Malacostraca,Eumalacostraca,Decapoda,Crangonidae,NA,NA,Crangon,Crangon septemspinosa,NA,Eucarida,Arthropoda,Crustacea,Multicrustacea,NA,Pleocyemata,Caridea,Crangonoidea,NA,NA,NA,NA,NA,NA,NA,NA,NA
158360,Hippolyte pleuracantha,Species,Animalia,NA,NA,NA,Malacostraca,Eumalacostraca,Decapoda,Hippolytidae,NA,NA,Hippolyte,Hippolyte pleuracantha,NA,Eucarida,Arthropoda,Crustacea,Multicrustacea,NA,Pleocyemata,Caridea,Alpheoidea,NA,NA,NA,NA,NA,NA,NA,NA,NA
158361,Hippolyte zostericola,Species,Animalia,NA,NA,NA,Malacostraca,Eumalacostraca,Decapoda,Hippolytidae,NA,NA,Hippolyte,Hippolyte zostericola,NA,Eucarida,Arthropoda,Crustacea,Multicrustacea,NA,Pleocyemata,Caridea,Alpheoidea,NA,NA,NA,NA,NA,NA,NA,NA,NA
158416,Eurypanopeus depressus,Species,Animalia,NA,NA,NA,Malacostraca,Eumalacostraca,Decapoda,Panopeidae,NA,NA,Eurypanopeus,Eurypanopeus depressus,NA,Eucarida,Arthropoda,Crustacea,Multicrustacea,NA,Pleocyemata,Brachyura,Xanthoidea,NA,NA,Eubrachyura,Heterotremata,NA,NA,NA,NA,NA
158424,Hexapanopeus angustifrons,Species,Animalia,NA,NA,NA,Malacostraca,Eumalacostraca,Decapoda,Panopeidae,NA,NA,Hexapanopeus,Hexapanopeus angustifrons,NA,Eucarida,Arthropoda,Crustacea,Multicrustacea,NA,Pleocyemata,Brachyura,Xanthoidea,NA,NA,Eubrachyura,Heterotremata,NA,NA,NA,NA,NA
158428,Mithrax,Genus,Animalia,NA,NA,NA,Malacostraca,Eumalacostraca,Decapoda,Mithracidae,NA,NA,Mithrax,NA,NA,Eucarida,Arthropoda,Crustacea,Multicrustacea,NA,Pleocyemata,Brachyura,Majoidea,NA,NA,Eubrachyura,Heterotremata,NA,NA,NA,NA,NA
158435,Ovalipes stephensoni,Species,Animalia,NA,NA,NA,Malacostraca,Eumalacostraca,Decapoda,Ovalipidae,NA,NA,Ovalipes,Ovalipes stephensoni,NA,Eucarida,Arthropoda,Crustacea,Multicrustacea,NA,Pleocyemata,Brachyura,Portunoidea,NA,NA,Eubrachyura,Heterotremata,NA,NA,NA,NA,NA
158436,Panopeus herbstii,Species,Animalia,NA,NA,NA,Malacostraca,Eumalacostraca,Decapoda,Panopeidae,NA,NA,Panopeus,Panopeus herbstii,NA,Eucarida,Arthropoda,Crustacea,Multicrustacea,NA,Pleocyemata,Brachyura,Xanthoidea,NA,NA,Eubrachyura,Heterotremata,NA,NA,NA,NA,NA
158532,Sclerodactyla briareus,Species,Animalia,NA,NA,NA,Holothuroidea,Actinopoda,Dendrochirotida,Sclerodactylidae,NA,NA,Sclerodactyla,Sclerodactyla briareus,NA,NA,Echinodermata,Echinozoa,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
158562,Anguilla rostrata,Species,Animalia,NA,NA,NA,Teleostei,NA,Anguilliformes,Anguillidae,NA,NA,Anguilla,Anguilla rostrata,NA,NA,Chordata,Vertebrata,Actinopteri,NA,NA,NA,NA,NA,NA,NA,NA,Gnathostomata,Osteichthyes,Actinopterygii,NA,NA
158691,Brevoortia tyrannus,Species,Animalia,NA,NA,NA,Teleostei,NA,Clupeiformes,Alosidae,NA,NA,Brevoortia,Brevoortia tyrannus,NA,NA,Chordata,Vertebrata,Actinopteri,NA,NA,NA,NA,NA,NA,NA,NA,Gnathostomata,Osteichthyes,Actinopterygii,NA,NA
158699,Anchoa mitchilli,Species,Animalia,NA,NA,NA,Teleostei,NA,Clupeiformes,Engraulidae,NA,NA,Anchoa,Anchoa mitchilli,NA,NA,Chordata,Vertebrata,Actinopteri,NA,NA,NA,NA,NA,NA,NA,NA,Gnathostomata,Osteichthyes,Actinopterygii,NA,NA
158782,Opsanus tau,Species,Animalia,NA,NA,NA,Teleostei,NA,Batrachoidiformes,Batrachoididae,Batrachoidinae,NA,Opsanus,Opsanus tau,NA,NA,Chordata,Vertebrata,Actinopteri,NA,NA,NA,NA,NA,NA,NA,NA,Gnathostomata,Osteichthyes,Actinopterygii,NA,NA
158787,Gobiesox strumosus,Species,Animalia,NA,NA,NA,Teleostei,NA,Gobiesociformes,Gobiesocidae,Gobiesocinae,NA,Gobiesox,Gobiesox strumosus,NA,NA,Chordata,Vertebrata,Actinopteri,NA,NA,NA,NA,NA,NA,NA,NA,Gnathostomata,Osteichthyes,Actinopterygii,NA,NA
159227,Menidia beryllina,Species,Animalia,NA,NA,NA,Teleostei,NA,Atheriniformes,Atherinopsidae,Menidiinae,NA,Menidia,Menidia beryllina,NA,NA,Chordata,Vertebrata,Actinopteri,NA,NA,NA,NA,NA,NA,NA,NA,Gnathostomata,Osteichthyes,Actinopterygii,NA,NA
159228,Menidia menidia,Species,Animalia,NA,NA,NA,Teleostei,NA,Atheriniformes,Atherinopsidae,Menidiinae,NA,Menidia,Menidia menidia,NA,NA,Chordata,Vertebrata,Actinopteri,NA,NA,NA,NA,NA,NA,NA,NA,Gnathostomata,Osteichthyes,Actinopterygii,NA,NA
159271,Trinectes maculatus,Species,Animalia,NA,NA,NA,Teleostei,NA,Pleuronectiformes,Achiridae,NA,NA,Trinectes,Trinectes maculatus,NA,NA,Chordata,Vertebrata,Actinopteri,NA,NA,NA,NA,NA,NA,NA,NA,Gnathostomata,Osteichthyes,Actinopterygii,NA,NA
159285,Cyprinodon variegatus,Species,Animalia,NA,NA,NA,Teleostei,NA,Cyprinodontiformes,Cyprinodontidae,Cyprinodontinae,NA,Cyprinodon,Cyprinodon variegatus,NA,NA,Chordata,Vertebrata,Actinopteri,NA,NA,NA,NA,NA,NA,NA,NA,Gnathostomata,Osteichthyes,Actinopterygii,NA,NA
159296,Fundulus diaphanus,Species,Animalia,NA,NA,NA,Teleostei,NA,Cyprinodontiformes,Fundulidae,NA,NA,Fundulus,Fundulus diaphanus,NA,NA,Chordata,Vertebrata,Actinopteri,NA,NA,NA,NA,NA,NA,NA,NA,Gnathostomata,Osteichthyes,Actinopterygii,NA,NA
159303,Bairdiella chrysoura,Species,Animalia,NA,NA,NA,Teleostei,NA,Eupercaria incertae sedis,Sciaenidae,NA,NA,Bairdiella,Bairdiella chrysoura,NA,NA,Chordata,Vertebrata,Actinopteri,NA,NA,NA,NA,NA,NA,NA,NA,Gnathostomata,Osteichthyes,Actinopterygii,NA,NA
159306,Fundulus heteroclitus,Species,Animalia,NA,NA,NA,Teleostei,NA,Cyprinodontiformes,Fundulidae,NA,NA,Fundulus,Fundulus heteroclitus,NA,NA,Chordata,Vertebrata,Actinopteri,NA,NA,NA,NA,NA,NA,NA,NA,Gnathostomata,Osteichthyes,Actinopterygii,NA,NA
159308,Fundulus majalis,Species,Animalia,NA,NA,NA,Teleostei,NA,Cyprinodontiformes,Fundulidae,NA,NA,Fundulus,Fundulus majalis,NA,NA,Chordata,Vertebrata,Actinopteri,NA,NA,NA,NA,NA,NA,NA,NA,Gnathostomata,Osteichthyes,Actinopterygii,NA,NA
159310,Lucania parva,Species,Animalia,NA,NA,NA,Teleostei,NA,Cyprinodontiformes,Fundulidae,NA,NA,Lucania,Lucania parva,NA,NA,Chordata,Vertebrata,Actinopteri,NA,NA,NA,NA,NA,NA,NA,NA,Gnathostomata,Osteichthyes,Actinopterygii,NA,NA
159322,Leiostomus xanthurus,Species,Animalia,NA,NA,NA,Teleostei,NA,Eupercaria incertae sedis,Sciaenidae,NA,NA,Leiostomus,Leiostomus xanthurus,NA,NA,Chordata,Vertebrata,Actinopteri,NA,NA,NA,NA,NA,NA,NA,NA,Gnathostomata,Osteichthyes,Actinopterygii,NA,NA
159335,Sciaenops ocellatus,Species,Animalia,NA,NA,NA,Teleostei,NA,Eupercaria incertae sedis,Sciaenidae,NA,NA,Sciaenops,Sciaenops ocellatus,NA,NA,Chordata,Vertebrata,Actinopteri,NA,NA,NA,NA,NA,NA,NA,NA,Gnathostomata,Osteichthyes,Actinopterygii,NA,NA
159445,Hippocampus erectus,Species,Animalia,NA,NA,NA,Teleostei,NA,Syngnathiformes,Syngnathidae,Hippocampinae,NA,Hippocampus,Hippocampus erectus,NA,NA,Chordata,Vertebrata,Actinopteri,NA,NA,NA,NA,NA,NA,NA,NA,Gnathostomata,Osteichthyes,Actinopterygii,NA,NA
